Date/Time,CORNER_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),COOLSYS1 CHILLER1:Chiller Electric Power [W](Hourly),CHILLED WATER LOOP CHW SUPPLY PUMP2:Pump Electric Energy [J](Hourly) 
 07/07  03:00:00,21.29886860751211,21.838495181176169,21.81719907799806,21.394052345896175,21.865615085461223,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  04:00:00,21.325503047540843,21.868000026421887,21.817947431893339,21.418933095356473,21.893896652541618,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  05:00:00,21.33375300280909,21.892480250645094,21.83065003478979,21.426197847380018,21.918045380461778,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  06:00:00,21.379021861259916,21.92795867320004,21.851660605805255,21.473045617152395,21.954489998701669,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  07:00:00,20.665761176977836,21.051814071483883,21.101257595101044,20.753851770840737,21.07393733677953,0.0,0.0,0.0,0.0,0.0,4697.752450757196,5129124.502233682 
 07/07  08:00:00,20.557448762903204,20.84098610977356,20.912029244589634,20.627991470935038,20.847504923916529,0.0,0.0,0.0,0.0,0.0,4581.003065821026,5129124.502233682 
 07/07  09:00:00,20.680276745582029,20.907051287277598,20.901425048122105,20.734705912291653,20.894769369168658,0.0,0.0,0.0,0.0,0.0,5070.963630240237,5129124.502233682 
 07/07  10:00:00,20.93824361390342,21.062880651414664,20.93847889277597,20.962992387259065,21.01908056975639,0.0,0.0,0.0,0.0,0.0,5191.871166305626,5129124.502233682 
 07/07  11:00:00,21.298954513523677,21.30722762222981,21.057177114106439,21.277683911119018,21.21427551771963,0.0,0.0,0.0,0.0,0.0,4965.3857737469329,5129124.502233682 
 07/07  12:00:00,21.613647266472279,21.534410112196814,21.195328228747706,21.553736434690867,21.393177366522158,0.0,0.0,0.0,0.0,0.0,5043.879016681323,5129124.502233682 
 07/07  13:00:00,21.895627077763856,21.727124104522539,21.310233468794416,21.80024178970496,21.541093820290788,10.0,0.0,0.0,0.0,0.0,5482.679176649782,5129124.502233682 
 07/07  14:00:00,22.131484543136727,21.888055674446833,21.414182737149667,22.035147657534837,21.668775197134324,100.0,0.0,0.0,65.0,0.0,6888.330732731185,5129124.502233682 
 07/07  15:00:00,22.131819914842177,21.937560551572138,21.48352621408062,22.079581423840616,21.724918973782289,100.0,0.0,0.0,100.0,0.0,6951.2699534430489,5129124.502233682 
 07/07  16:00:00,21.97713664908715,21.892477094740788,21.49477411225113,21.960011128743269,21.707818881291588,40.0,0.0,0.0,25.0,0.0,5980.873944058068,5129124.502233682 
 07/07  17:00:00,21.812613398949684,21.807064168979843,21.46260939437189,21.828235358185319,21.654100276136398,0.0,0.0,0.0,0.0,0.0,5371.458541498461,5129124.502233682 
 07/07  18:00:00,21.638972643512397,21.697437609442028,21.399270561365907,21.67987490874942,21.57867849213334,0.0,0.0,0.0,0.0,0.0,5581.6499186183459,5129124.502233682 
 07/07  19:00:00,21.450665961382833,21.58428513351266,21.319956518716777,21.512823631193478,21.494277624133077,0.0,0.0,0.0,0.0,0.0,5425.678696742296,5129124.502233682 
 07/07  20:00:00,21.25936973048695,21.48257050951831,21.23926025208308,21.34739577216168,21.40208777697725,0.0,0.0,0.0,0.0,0.0,5165.266916504825,5129124.502233682 
 07/07  21:00:00,21.990636714627944,22.373153589203534,21.930025852517838,22.087144770816,22.297140746726975,60.0,80.0,45.0,65.0,75.0,7279.025537063297,4103299.601786947 
 07/07  22:00:00,22.223758709668887,22.693680131627468,22.21467438498135,22.322297065798055,22.64447832794309,100.0,100.0,100.0,100.0,100.0,10409.292018855851,5129124.502233682 
 07/07  23:00:00,22.096831826318068,22.583953683167445,22.205045193385965,22.190713860421476,22.566487232255253,100.0,100.0,100.0,100.0,100.0,9424.75246356282,5129124.502233682 
 07/07  24:00:00,21.973192784151267,22.44387590565539,22.13706796718614,22.049544366169405,22.454019175521635,20.0,100.0,100.0,100.0,100.0,7983.729532090319,5129124.502233682 
