Date/Time,CORNER_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),HP_RADSYS:Heat Pump Electric Power [W](Hourly),HOT WATER LOOP HW SUPPLY PUMP2:Pump Electric Energy [J](Hourly) 
 01/07  04:00:00,21.84734165047032,22.07730890093466,22.02240385904242,21.757318350930676,21.940031169289278,95.0,5.0,0.0,100.0,80.0,1990.853133756503,2762652.719044462 
 01/07  05:00:00,22.06642305514547,22.145729148801693,22.014334961871947,22.011905115697418,22.102999360424666,0.0,0.0,0.0,25.0,0.0,61.19591008505866,690663.1797611155 
 01/07  06:00:00,21.930273743032794,22.02469648132032,21.99695624696907,21.918188031211238,22.007695736802935,80.0,30.0,80.0,95.0,40.0,2049.4955776001618,2762652.719044462 
 01/07  07:00:00,21.940547458286784,21.989847182782236,22.016454649352889,21.93627670029001,21.986356404599058,80.0,65.0,0.0,85.0,65.0,2624.283645568447,2348254.8111877928 
 01/07  08:00:00,21.540882052113575,21.49370403289391,21.460305607403286,21.531208522428714,21.472793821653455,95.0,95.0,95.0,95.0,95.0,5232.166875158082,2624520.0830922389 
 01/07  09:00:00,21.65063891052666,21.580999257821874,21.434350880699176,21.51234481550054,21.414355421001625,100.0,100.0,100.0,100.0,100.0,5385.727578708377,2762652.719044462 
 01/07  10:00:00,21.83683298702207,21.805251687471935,21.627008555674,21.632502048605589,21.562743205745599,100.0,100.0,100.0,100.0,100.0,4648.8271240213439,2762652.719044462 
 01/07  11:00:00,21.966849032946685,21.962156919990858,21.83661112913693,21.803172014291257,21.748385331765083,65.0,70.0,100.0,100.0,100.0,3642.194864669097,2762652.719044462 
 01/07  12:00:00,22.266115205185554,22.2184524136317,22.042213982661047,22.13551793820313,22.04265612648393,0.0,0.0,30.0,5.0,35.0,591.8297501355303,966928.4516655617 
 01/07  13:00:00,22.265947398248458,22.248487457747808,22.13621191741901,22.145937372229857,22.101188139990194,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  14:00:00,22.160435429143907,22.16402905178854,22.125776536005384,22.088386245783476,22.060815598804749,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  15:00:00,22.338273077658085,22.261415412445439,22.10970529875781,22.26680509932172,22.164390333934408,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  16:00:00,22.221635299877116,22.17289985307533,22.054965203307277,22.16474565003997,22.090418585988219,0.0,0.0,5.0,0.0,5.0,131.43874194207633,138132.6359522231 
 01/07  17:00:00,21.941752586280289,21.97118531923426,21.937801439314926,21.91013314937251,21.92040737566436,75.0,70.0,100.0,95.0,100.0,3846.869594195082,2762652.719044462 
 01/07  18:00:00,21.875876600145685,21.925635611810408,21.899296267392829,21.859644681740688,21.89009474274697,100.0,100.0,100.0,100.0,100.0,4486.0474285563309,2762652.719044462 
 01/07  19:00:00,21.87926780469711,21.937427831236599,21.914309851118703,21.856203287356995,21.894169299297024,100.0,100.0,100.0,100.0,100.0,4324.364241011253,2762652.719044462 
 01/07  20:00:00,21.93832150971559,21.989142607862705,21.958229269633958,21.907274442085787,21.937141056361406,90.0,65.0,100.0,100.0,100.0,3569.7643778553735,2762652.719044462 
 01/07  21:00:00,22.004809132462169,22.024195586424875,22.007166149253547,21.99251532020974,22.00526485069488,35.0,20.0,20.0,50.0,30.0,1055.1394788099263,1795724.2673789003 
 01/07  22:00:00,22.375174850082887,22.503705447112436,22.505826291127016,22.384780275772277,22.49708172040788,5.0,5.0,0.0,5.0,5.0,180.72789656480638,138132.6359522231 
 01/07  23:00:00,22.388052509739969,22.618065365665879,22.657158141443604,22.403513281974076,22.61698898914895,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  24:00:00,22.454036119831604,22.668692742323868,22.671077141146069,22.473210060624309,22.67712154581714,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
